,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Sales_Boxcox,VisSqrt
180,FDE36,5.26,Regular,Baking Goods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,3275.736,56.14526984851213,0.20436361466758216
181,FDN57,18.25,Low Fat,Snack Foods,140.2154,OUT045,2002,Small,Tier 2,Supermarket Type1,1701.7848,43.042529574942826,0.23311839481259303
182,FDI24,11.94125,Low Fat,Baking Goods,177.937,OUT027,1985,Medium,Tier 3,Supermarket Type3,6704.606,74.82001354459592,0.2799329991265767
183,FDI19,15.1,Low Fat,Meat,242.7512,OUT046,1997,Small,Tier 1,Supermarket Type1,4119.9704,61.57287658367173,0.2287773349787955
184,FDF24,15.5,Regular,Baking Goods,81.5934,OUT010,1998,Small,Tier 3,Grocery Store,327.5736,21.58864321640454,0.20607028412655717
185,FDG52,13.65,Low Fat,Frozen Foods,45.7402,OUT049,1999,Medium,Tier 1,Supermarket Type1,780.9834,31.20764790963795,0.25638424873614996
186,DRF36,16.1,LF,Soft Drinks,189.3846,OUT045,2002,Medium,Tier 2,Supermarket Type1,3630.6074,58.520675958695065,0.15370463233097434
187,FDS45,11.94125,Regular,Snack Foods,107.3622,OUT019,1985,Small,Tier 1,Grocery Store,317.5866,21.3017697675867,0.2272523003183906
188,FDX40,12.85,Low Fat,Frozen Foods,39.7164,OUT010,1998,Small,Tier 3,Grocery Store,231.6984,18.56722308595109,0.4070555478064388
189,DRK12,9.5,LF,Soft Drinks,32.99,OUT035,2004,Small,Tier 2,Supermarket Type1,133.16,14.499294053296717,0.20464211932053478
190,DRC27,13.8,Low Fat,Dairy,245.1802,OUT035,2004,Small,Tier 2,Supermarket Type1,5650.6446,69.8816784454224,0.2410217459068787
191,NCD30,19.7,Low Fat,Household,96.0726,OUT045,2002,Small,Tier 2,Supermarket Type1,1272.3438,38.203496980759226,0.16402351660661346
192,FDE10,6.67,Regular,Snack Foods,130.0626,OUT010,1998,Small,Tier 3,Grocery Store,131.1626,14.400010350461168,0.3880138025895471
193,FDP28,13.65,Regular,Frozen Foods,260.0936,OUT010,1998,Small,Tier 3,Grocery Store,260.9936,19.56091427004283,0.36739029382932803
194,FDX15,17.2,Low Fat,Meat,160.6578,OUT013,1987,High,Tier 3,Supermarket Type1,3690.5294,58.907488537002386,0.3951819707425935
195,FDY24,4.88,Regular,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026,45.92986074307245,0.36565113427965734
196,FDC60,5.425,Regular,Baking Goods,88.3514,OUT017,2007,Medium,Tier 2,Supermarket Type1,1416.8224,39.93028651039875,0.3392932433751076
197,FDH28,15.85,Regular,Frozen Foods,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542,19.712570142594853,0.3317092054797394
198,FDT25,7.5,Low Fat,Canned,121.7072,OUT017,2007,Small,Tier 2,Supermarket Type1,3552.7088,58.011907655766194,0.2259160131553317
199,DRJ13,12.65,Low Fat,Soft Drinks,161.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867,49.565941574871914,0.25067502468335373
200,NCO07,11.94125,Low Fat,Others,211.956,OUT019,1985,Small,Tier 1,Grocery Store,213.056,17.894013698651378,0.1308318883147377
201,FDW20,20.75,Low Fat,Fruits and Vegetables,124.173,OUT013,1987,High,Tier 3,Supermarket Type1,2956.152,53.866612563879855,0.15533619024554451
202,DRF27,11.94125,Low Fat,Dairy,152.134,OUT019,1985,Small,Tier 1,Grocery Store,153.134,15.445338877103234,0.2230582323071713
203,FDX25,11.94125,Low Fat,Canned,181.9292,OUT027,1985,Medium,Tier 3,Supermarket Type3,3101.2964,54.91935994477578,0.3186872573542908
204,NCX42,11.94125,Low Fat,Household,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,4769.1254,65.29546813418045,0.07713393546293357
205,FDG33,11.94125,Regular,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528,57.23349949518135,0.3735788537912712
206,FDL56,14.1,Low Fat,Fruits and Vegetables,86.4198,OUT045,2002,Medium,Tier 2,Supermarket Type1,1133.8574,36.43114828277984,0.3550150616523192
207,FDF14,7.55,Low Fat,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,2603.278,51.16706433508519,0.16481710772853647
208,NCD06,13.0,Low Fat,Household,45.406,OUT046,1997,Small,Tier 1,Supermarket Type1,605.878,28.056823703195477,0.3151591312337309
209,DRM47,11.94125,Low Fat,Hard Drinks,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,2293.0152,48.60079504302381,0.20874304778842337
210,FDS46,11.94125,Regular,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,119.1782,13.783847340486963,0.2876481913727253
211,FDB35,12.3,Regular,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,45.30568456132488,0.254096835871681
212,FDX21,11.94125,LF,Snack Foods,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,2074.6328,46.6635862438586,0.2907826834596586
213,NCU05,11.94125,Low Fat,Health and Hygiene,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,241.6854,18.914230015038196,0.2417680810198071
214,NCR38,17.25,Low Fat,Household,251.3724,OUT045,2002,Medium,Tier 2,Supermarket Type1,6795.1548,75.22131608892288,0.337266489589464
215,NCR18,15.85,Low Fat,Household,42.7112,OUT017,2007,Medium,Tier 2,Supermarket Type1,639.168,28.695277262254205,0.14353923157102383
216,NCU41,18.85,Low Fat,Health and Hygiene,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,3248.4382,55.95612260969616,0.22813368010883445
217,FDY56,16.35,Regular,Fruits and Vegetables,227.6062,OUT017,2007,Small,Tier 2,Supermarket Type1,7222.5984,77.07263726519915,0.2505282997986455
218,DRJ51,14.1,Low Fat,Dairy,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,3225.1352,55.79388107105744,0.2966096121166676
219,FDK21,7.905,Low Fat,Snack Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112,59.32008876230895,0.10005211142199849
220,FDY25,12.0,Low Fat,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,3440.8544,57.269232643417446,0.1842448452467531
221,FDU44,12.15,Regular,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312,34.221640081283,0.24169128656201075
222,FDL43,10.1,Low Fat,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,535.969,26.642133688366357,0.16464039297815103
223,FDF05,17.5,Low Fat,Frozen Foods,262.491,OUT017,2007,Medium,Tier 2,Supermarket Type1,5259.82,67.90699126970568,0.16438638325603494
224,DRF15,11.94125,Low Fat,Dairy,152.034,OUT019,1985,Small,Tier 1,Grocery Store,306.268,20.969861845275915,0.24115017934888625
225,FDL20,17.1,Low Fat,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,1779.0176,43.8299277892908,0.35907890637017376
226,FDV32,7.785,Low Fat,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,759.012,30.837913616139357,0.29807097476943306
227,FDJ34,11.8,Regular,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556,44.804616692289805,0.3059048708340552
228,FDG08,13.15,Regular,Fruits and Vegetables,171.8764,OUT045,2002,High,Tier 2,Supermarket Type1,3779.0808,59.47210847669412,0.4070561116111635
229,FDQ04,11.94125,Low Fat,Frozen Foods,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,41.2796,8.28975247535713,0.38521763069724624
230,FDW13,8.5,Low Fat,Canned,51.1324,OUT017,2007,Small,Tier 2,Supermarket Type1,259.662,19.517278731914157,0.3137489346595459
231,NCI17,8.645,Low Fat,Health and Hygiene,96.341,OUT013,1987,High,Tier 3,Supermarket Type1,193.082,17.131225166151555,0.37855421144137336
232,FDY03,17.6,Regular,Meat,110.9202,OUT045,2002,High,Tier 2,Supermarket Type1,1687.803,42.89764930901424,0.27618147656930214
233,FDS12,9.1,Low Fat,Baking Goods,127.5362,OUT017,2007,High,Tier 2,Supermarket Type1,4655.9394,64.6698787181255,0.4184536234757682
234,FDJ55,12.8,Regular,Meat,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888,66.28127811332661,0.15333418079475952
235,DRK01,7.63,Low Fat,Soft Drinks,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,1418.154,39.945686083078165,0.24708856711713717
236,FDG28,9.285,Regular,Frozen Foods,246.4144,OUT017,2007,Small,Tier 2,Supermarket Type1,1225.072,37.61247895178978,0.22261860209784806
237,FDY38,13.6,Regular,Dairy,231.03,OUT045,2002,Small,Tier 2,Supermarket Type1,5359.69,68.41994717685192,0.34556927525461517
238,FDN01,8.895,Low Fat,Breakfast,176.237,OUT045,2002,Small,Tier 2,Supermarket Type1,1764.37,43.68223185068391,0.26934290597674926
239,NCR54,16.35,Low Fat,Household,195.211,OUT013,1987,High,Tier 3,Supermarket Type1,2553.343,50.76724045522127,0.30081028572839724
240,FDG29,17.6,Low Fat,Frozen Foods,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,1006.6896,34.68226845238628,0.2371604414736994
241,FDG24,7.975,Low Fat,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,1081.925,35.732293954137994,0.12090894507851767
242,FDG59,15.85,Low Fat,Starchy Foods,36.7164,OUT017,2007,High,Tier 2,Supermarket Type1,308.9312,21.048627236643526,0.20851648855666066
243,FDM28,15.7,Low Fat,Frozen Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,2516.724,50.47097209724637,0.2125234975243914
244,FDW04,8.985,Regular,Frozen Foods,128.831,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141,40.06090062353909,0.2404726616478472
245,FDS26,20.35,Low Fat,Dairy,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,2093.2752,46.83371450254318,0.29898957506909835
246,FDQ56,6.59,Low Fat,Fruits and Vegetables,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884,45.30568456132488,0.3248221667312747
247,FDK51,19.85,Low Fat,Dairy,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,5829.7448,70.75857283400289,0.07234744639584731
248,FDL22,16.85,Low Fat,Snack Foods,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,2082.6224,46.73661292599097,0.1907620874282938
249,FDY03,17.6,Regular,Meat,110.5202,OUT017,2007,High,Tier 2,Supermarket Type1,450.0808,24.738895994541544,0.27668105645309365
250,FDK21,7.905,Low Fat,Snack Foods,250.4408,OUT010,1998,High,Tier 3,Grocery Store,500.6816,25.884675153250036,0.1294548917577084
251,FDZ10,11.94125,Low Fat,Snack Foods,126.202,OUT027,1985,Medium,Tier 3,Supermarket Type3,3668.558,58.76610858104089,0.21035250176786585
252,FDZ32,7.785,Regular,Fruits and Vegetables,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748,30.45002929671756,0.1956734192474798
253,NCZ18,7.825,Low Fat,Household,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,6088.0752,71.99469695543685,0.43131505654219865
254,NCF07,11.94125,Low Fat,Household,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type3,2125.2336,47.12320974332874,0.17851460444456638
255,DRE49,20.75,Low Fat,Soft Drinks,153.0024,OUT017,2007,Medium,Tier 2,Supermarket Type1,2277.036,48.46299668397941,0.1461855020171289
256,FDJ08,11.94125,Low Fat,Fruits and Vegetables,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,573.2538,27.40986388542193,0.4401960563203628
257,FDT39,6.26,Regular,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049,48.376570689241134,0.09932798699258935
258,FDE08,18.2,Low Fat,Fruits and Vegetables,147.3734,OUT010,1998,Small,Tier 3,Grocery Store,296.9468,20.690819489638667,0.287316971305212
259,NCD06,13.0,Low Fat,Household,46.306,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272,27.125666288577914,0.3158003926533341
260,FDB57,20.25,Regular,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43,69.42850692270261,0.13711874051346884
261,NCT54,8.695,Low Fat,Household,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,1237.7222,37.77199272282874,0.3460078770779648
262,DRF49,7.27,Low Fat,Soft Drinks,113.5518,OUT045,2002,Medium,Tier 2,Supermarket Type1,569.259,27.329103402559365,0.26687466533936866
263,FDM25,11.94125,Regular,Breakfast,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664,60.02449952770058,0.24570706542547774
264,FDF20,12.85,low fat,Fruits and Vegetables,198.4768,OUT045,2002,Medium,Tier 2,Supermarket Type1,1379.5376,39.49543585698248,0.1824487352655534
265,FDH27,7.075,Low Fat,Dairy,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,44.72677636341043,0.24204259955635907
266,FDV60,11.94125,Regular,Baking Goods,196.211,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508,69.12831091483443,0.3417497915142012
267,FDY59,8.195,Low Fat,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,925.462,33.492949380078876,0.1773478643795859
268,FDK36,7.09,Low Fat,Baking Goods,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,583.2408,27.610263483546454,0.08493497512803545
269,NCM31,6.095,Low Fat,Others,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,1418.154,39.945686083078165,0.28495020442175506
270,FDE33,19.35,Regular,Fruits and Vegetables,80.2644,OUT017,2007,Small,Tier 2,Supermarket Type1,942.7728,33.75163358700167,0.2234197036968763
271,FDU36,6.15,Low Fat,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,2364.9216,49.21369368563744,0.21510683392212346
272,FDV13,11.94125,Regular,Canned,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.7672,55.97924151700308,0.16576236002180952
273,FDV20,11.94125,Regular,Fruits and Vegetables,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356,19.3413475807348,0.3235808044368516
274,NCQ54,17.7,Low Fat,Household,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,5895.659,71.07712352497668,0.11198215482834753
275,FDO23,17.85,Low Fat,Breads,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1134.5232,36.439978893572565,0.38343687094487927
276,DRP47,15.75,Low Fat,Hard Drinks,250.5382,OUT017,2007,Medium,Tier 2,Supermarket Type1,2775.7202,52.51263113455112,0.3760300865622324
277,FDB21,7.475,Low Fat,Fruits and Vegetables,241.2854,OUT045,2002,Medium,Tier 2,Supermarket Type1,5317.0788,68.20181071079,0.3857742967072845
278,FDX23,6.445,Low Fat,Baking Goods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,1039.9796,35.15263024057892,0.1723129768763804
279,FDX19,19.1,Low Fat,Fruits and Vegetables,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,3038.0454,54.464399788014624,0.3109911944091022
280,FDD40,20.25,Regular,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324,59.90797552575222,0.12161644214496657
281,FDA01,15.0,Regular,Canned,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136,26.45924896504373,0.23319145138705236
282,FDS33,6.67,Regular,Snack Foods,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.8878,49.43220017635707,0.35132405838484787
283,FDM50,11.94125,Regular,Canned,60.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816,42.793711224182275,0.17304179552928825
284,FDB29,16.7,Regular,Frozen Foods,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232,31.54919462529474,0.22884068912673725
285,FDF46,7.07,Low Fat,Snack Foods,115.5834,OUT045,2002,High,Tier 2,Supermarket Type1,1267.0174,38.137585465518846,0.3063676614788186
286,FDA33,6.48,Low Fat,Snack Foods,148.0076,OUT045,2002,High,Tier 2,Supermarket Type1,886.8456,32.90496849889014,0.18430585177904688
287,FDC08,19.0,Regular,Fruits and Vegetables,228.272,OUT010,1998,High,Tier 3,Grocery Store,452.744,24.8011192897441,0.41611786671566986
288,FDB53,13.35,Low Fat,Frozen Foods,147.5392,OUT045,2002,High,Tier 2,Supermarket Type1,3877.6192,60.09092972096036,0.3738117520892033
289,FDY31,11.94125,Low Fat,Fruits and Vegetables,146.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,4414.254,63.302050793975845,0.20821118125595464
290,DRQ35,11.94125,Low Fat,Hard Drinks,122.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,5448.9072,68.87324270991583,0.2051503156224723
291,FDX36,9.695,Regular,Baking Goods,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.8888,66.28127811332661,0.35844482141607237
292,DRD13,15.0,Low Fat,Soft Drinks,62.6168,OUT017,2007,Medium,Tier 2,Supermarket Type1,958.752,33.98784046827757,0.22216452687141572
293,FDC52,11.15,Regular,Dairy,149.9708,OUT017,2007,Medium,Tier 2,Supermarket Type1,1956.1204,45.55943097840205,0.09125094520058409
294,FDB45,20.85,Low Fat,Fruits and Vegetables,103.2306,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.2038,49.54368931803795,0.14616071633650404
295,NCK19,9.8,Low Fat,Others,194.3478,OUT010,1998,Medium,Tier 3,Grocery Store,387.4956,23.206240253318594,0.3891284286710494
296,FDV51,16.35,Low Fat,Meat,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,994.7052,34.51060071099504,0.18031033802863328
297,FDZ35,9.6,Regular,Breads,101.299,OUT045,2002,High,Tier 2,Supermarket Type1,1754.383,43.58109752352469,0.14941103707557885
298,NCW17,11.94125,Low Fat,Health and Hygiene,129.9994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3340.9844,56.59348694041494,0.13889692221212102
299,FDV59,13.35,Low Fat,Breads,216.7166,OUT045,2002,Medium,Tier 2,Supermarket Type1,3918.8988,60.347292680717494,0.21937284016030792
300,DRH39,20.7,Low Fat,Dairy,76.367,OUT013,1987,High,Tier 3,Supermarket Type1,306.268,20.969861845275915,0.30432395567881276
301,FDN60,11.94125,Low Fat,Baking Goods,158.4604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4278.4308,62.51306658054229,0.3077292218818356
302,FDU55,16.2,Low Fat,Fruits and Vegetables,260.6278,OUT045,2002,Medium,Tier 2,Supermarket Type1,4425.5726,63.36712209119424,0.18969476534685928
303,FDC41,11.94125,Low Fat,Frozen Foods,76.867,OUT019,1985,Small,Tier 1,Grocery Store,229.701,18.496724287009073,0.45243784103454476
304,FDO01,11.94125,Regular,Breakfast,129.3994,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055.9904,46.492515826937016,0.14359082143368357
305,NCO43,5.5,Low Fat,Others,101.3016,OUT046,1997,Small,Tier 1,Supermarket Type1,3339.6528,56.58439368457039,0.2170212201606101
306,FDQ07,15.1,Regular,Fruits and Vegetables,221.7456,OUT045,2002,Small,Tier 2,Supermarket Type1,6410.3224,73.49229063985608,0.2959461538861419
307,FDF28,15.7,Regular,Frozen Foods,122.9046,OUT017,2007,Small,Tier 2,Supermarket Type1,1992.0736,45.898643157617386,0.1951381536245539
308,FDM01,7.895,reg,Breakfast,104.4332,OUT017,2007,Small,Tier 2,Supermarket Type1,2870.9296,53.23361729007944,0.3083862707709278
309,FDY49,11.94125,Regular,Canned,164.5184,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807.0128,52.75125235825152,0.10933390142128836
310,FDR24,17.35,Regular,Baking Goods,88.183,OUT013,1987,High,Tier 3,Supermarket Type1,539.298,26.711990453023446,0.25059804268988217
311,NCY18,7.285,Low Fat,Household,174.3054,OUT013,1987,High,Tier 3,Supermarket Type1,4377.635,63.090820732488154,0.17642479700994415
312,NCY30,20.25,Low Fat,Household,180.9976,OUT045,2002,High,Tier 2,Supermarket Type1,2716.464,52.056203497714655,0.16126342114689246
313,FDJ22,11.94125,Low Fat,Snack Foods,190.9504,OUT019,1985,Small,Tier 1,Grocery Store,383.5008,23.103396997719464,0.3040788055751338
314,DRI37,15.85,Low Fat,Soft Drinks,59.5904,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848,29.866061240893483,0.328276049994513
315,FDL27,6.17,Low Fat,Meat,66.3826,OUT049,1999,Medium,Tier 1,Supermarket Type1,1937.478,45.382033282459616,0.10318661250375458
316,NCO30,19.5,Low Fat,Household,182.2608,OUT049,1999,Medium,Tier 1,Supermarket Type1,3307.6944,56.36548365548754,0.12549637843380182
317,NCB07,19.2,Low Fat,Household,197.611,OUT049,1999,Medium,Tier 1,Supermarket Type1,3142.576,55.21321334953385,0.27861811319438656
318,FDP59,20.85,Regular,Breads,104.0648,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664,44.72677636341043,0.23810865376966037
319,FDR59,14.5,Regular,Breads,260.4594,OUT045,2002,Medium,Tier 2,Supermarket Type1,5494.8474,69.10487825283808,0.25296851187450187
320,FDT27,11.395,Regular,Meat,233.1616,OUT013,1987,High,Tier 3,Supermarket Type1,6093.4016,72.01984163831598,0.2636840192351444
321,DRI01,7.97,Low Fat,Soft Drinks,174.0422,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633,51.03431758151904,0.18561505596260233
322,FDU09,7.71,Regular,Snack Foods,55.2956,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.6988,37.9969558933102,0.25826474788480136
323,FDH26,19.25,Regular,Canned,141.7496,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.3384,61.41269150917969,0.18627865417164685
324,FDH27,7.075,Low Fat,Dairy,142.2128,OUT046,1997,Small,Tier 1,Supermarket Type1,3163.8816,55.363952013287445,0.24155111053356804
325,FDN39,11.94125,Regular,Meat,166.0816,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.448,66.72170187215985,0.25534898276672263
326,FDH40,11.6,Regular,Frozen Foods,79.9276,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864,36.47526952326257,0.2809440709465142
327,FDJ56,11.94125,Low Fat,Fruits and Vegetables,98.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,2696.49,51.90097399280524,0.4272176038039631
328,DRN47,12.1,Low Fat,Hard Drinks,178.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83,33.08910067796747,0.12998189489309656
329,NCO17,10.0,Low Fat,Health and Hygiene,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,2756.412,52.364571023510074,0.27088695981903593
330,FDX60,14.35,Low Fat,Baking Goods,81.896,OUT045,2002,Small,Tier 2,Supermarket Type1,878.856,32.78136264048496,0.28417878175542943
331,FDT22,10.395,Low Fat,Snack Foods,58.222,OUT049,1999,Medium,Tier 1,Supermarket Type1,659.142,29.06858339043794,0.33506939281289183
