,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
230,11.94125,Low Fat,5.124423893147373,Household,165.6526,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.469918212773239
231,11.94125,Regular,1.9692523508609043,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.141925904634396
232,14.1,Low Fat,2.0711901264341948,Fruits and Vegetables,86.4198,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.033380726821476
233,7.55,Low Fat,3.6058377157243378,Canned,152.334,OUT035,2004,Small,Tier 2,Supermarket Type1,7.864526699138199
234,13.0,Low Fat,2.3093551783928667,Household,45.406,OUT046,1997,Small,Tier 1,Supermarket Type1,6.406678645669683
235,11.94125,Low Fat,3.1333024396266316,Hard Drinks,192.8846,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.737622911706409
236,11.94125,Regular,2.492034206579187,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,4.780619851999543
237,12.3,Regular,2.7400796820583535,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,7.565010169039415
238,11.94125,LF,2.470358166067444,Snack Foods,109.8912,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.637539453149427
239,11.94125,Low Fat,2.839552710445918,Health and Hygiene,79.9618,OUT027,1985,Medium,Tier 3,Supermarket Type3,5.487636880423638
240,17.25,Low Fat,2.17376378165746,Household,251.3724,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.823965107782705
241,15.85,Low Fat,3.882293780816115,Household,42.7112,OUT017,2007,Medium,Tier 2,Supermarket Type1,6.46016733062067
242,18.85,Low Fat,2.9556470111542104,Health and Hygiene,192.1846,OUT035,2004,Small,Tier 2,Supermarket Type1,8.085929605974625
243,16.35,Regular,2.768366783180257,Fruits and Vegetables,227.6062,OUT017,2007,Small,Tier 2,Supermarket Type1,8.884970056338965
244,14.1,Low Fat,2.4306768842550746,Dairy,229.0668,OUT035,2004,Small,Tier 2,Supermarket Type1,8.07873015083177
245,7.905,Low Fat,4.604128229013846,Snack Foods,249.0408,OUT035,2004,Small,Tier 2,Supermarket Type1,8.230873390650892
246,12.0,Low Fat,3.3829794505103794,Canned,179.3976,OUT013,1987,High,Tier 3,Supermarket Type1,8.143475091621225
247,12.15,Regular,2.840188085111022,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,6.882161740680044
248,10.1,Low Fat,3.6079832400114293,Meat,75.367,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.284076323577351
249,17.5,Low Fat,3.611071253400317,Frozen Foods,262.491,OUT017,2007,Medium,Tier 2,Supermarket Type1,8.5678520846139
250,11.94125,Low Fat,2.844670777488162,Dairy,152.034,OUT019,1985,Small,Tier 1,Grocery Store,5.724460535641928
251,17.1,Low Fat,2.0484262394844563,Fruits and Vegetables,112.3886,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.483816580815324
252,7.785,Low Fat,2.420847300935134,Fruits and Vegetables,61.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.632017587547328
253,11.8,Regular,2.368962209980231,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,7.537726210090947
254,13.15,Regular,1.797608473351482,Fruits and Vegetables,171.8764,OUT045,2002,High,Tier 2,Supermarket Type1,8.23723608443872
255,11.94125,Low Fat,1.9078936597270397,Frozen Foods,41.5796,OUT019,1985,Small,Tier 1,Grocery Store,3.720368431203879
256,8.5,Low Fat,2.318324368098663,Canned,51.1324,OUT017,2007,Small,Tier 2,Supermarket Type1,5.55938078528248
257,8.645,Low Fat,1.9427919786057195,Health and Hygiene,96.341,OUT013,1987,High,Tier 3,Supermarket Type1,5.263114969139307
258,17.6,Regular,2.5733942110744636,Meat,110.9202,OUT045,2002,High,Tier 2,Supermarket Type1,7.431182962184071
259,9.1,Low Fat,1.742378422521241,Baking Goods,127.5362,OUT017,2007,High,Tier 2,Supermarket Type1,8.445898973862654
260,12.8,Regular,3.7502711025200695,Meat,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,8.507322395000122
261,7.63,Low Fat,2.7960168706021036,Soft Drinks,95.4436,OUT035,2004,Small,Tier 2,Supermarket Type1,7.257111304862258
262,9.285,Regular,3.0045905525129477,Frozen Foods,246.4144,OUT017,2007,Small,Tier 2,Supermarket Type1,7.110754896761819
263,13.6,Regular,2.125124297248113,Dairy,231.03,OUT045,2002,Small,Tier 2,Supermarket Type1,8.586661416571397
264,8.895,Low Fat,2.623539935535744,Breakfast,176.237,OUT045,2002,Small,Tier 2,Supermarket Type1,7.475548965139056
265,16.35,Low Fat,2.4025509858305694,Household,195.211,OUT013,1987,High,Tier 3,Supermarket Type1,7.845158759960144
266,17.6,Low Fat,2.8780367972863745,Frozen Foods,43.3454,OUT013,1987,High,Tier 3,Supermarket Type1,6.914422602898266
267,7.975,Low Fat,4.225435073365917,Baking Goods,85.225,OUT013,1987,High,Tier 3,Supermarket Type1,6.9864971409226255
268,15.85,Low Fat,3.135474318127112,Starchy Foods,36.7164,OUT017,2007,High,Tier 2,Supermarket Type1,5.733118598385043
269,15.7,Low Fat,3.0974054402908684,Frozen Foods,178.666,OUT013,1987,High,Tier 3,Supermarket Type1,7.830713334772421
270,8.985,Regular,2.8502977377590173,Frozen Foods,128.831,OUT046,1997,Small,Tier 1,Supermarket Type1,7.264128877520905
271,20.35,Low Fat,2.414693144377842,Dairy,260.1594,OUT013,1987,High,Tier 3,Supermarket Type1,7.646485199707885
272,6.59,Low Fat,2.248954851396008,Fruits and Vegetables,85.6908,OUT013,1987,High,Tier 3,Supermarket Type1,7.565010169039415
273,19.85,Low Fat,5.252550243356453,Dairy,264.0884,OUT035,2004,Small,Tier 2,Supermarket Type1,8.670728504801541
274,16.85,Low Fat,3.3134564858361117,Snack Foods,91.4488,OUT046,1997,Small,Tier 1,Supermarket Type1,7.64138314782399
275,11.94125,Low Fat,3.4134246307273224,Meat,173.1738,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.895424071764849
276,16.75,Low Fat,2.5101932705663086,Fruits and Vegetables,256.4988,OUT013,1987,High,Tier 3,Supermarket Type1,8.916367245610092
277,17.6,Regular,2.569779713871801,Meat,110.5202,OUT017,2007,High,Tier 2,Supermarket Type1,6.109427122201752
278,7.905,Low Fat,4.088845569435014,Snack Foods,250.4408,OUT010,1998,High,Tier 3,Grocery Store,6.215970370108628
279,11.94125,Low Fat,3.117941151316565,Snack Foods,126.202,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.207553948305748
280,7.785,Regular,3.2626164755662983,Fruits and Vegetables,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.601739228241068
281,7.825,Low Fat,1.6818329325282522,Household,253.0698,OUT035,2004,Small,Tier 2,Supermarket Type1,8.714087251633433
282,11.94125,Low Fat,3.4461697269854072,Household,101.0016,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.661637004728487
283,20.75,Low Fat,3.8457578039863765,Soft Drinks,153.0024,OUT017,2007,Medium,Tier 2,Supermarket Type1,7.730629876215438
284,11.94125,Low Fat,1.6410701375319492,Fruits and Vegetables,190.3846,OUT019,1985,Small,Tier 1,Grocery Store,6.351328550586518
285,6.26,Regular,4.61865580963113,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,7.7262342647424
286,18.2,Low Fat,2.4943384860427273,Fruits and Vegetables,147.3734,OUT010,1998,Small,Tier 3,Grocery Store,5.693552998178852
287,13.0,Low Fat,2.305289867601178,Household,46.306,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.326635937996147
288,20.25,Regular,3.97381601892338,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,8.623250864003689
289,8.695,Low Fat,2.1225874761245427,Household,95.5094,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.121028033880232
290,7.27,Low Fat,2.6419522979954326,Soft Drinks,113.5518,OUT045,2002,Medium,Tier 2,Supermarket Type1,6.344335515095548
291,11.94125,Regular,2.807230487116015,Breakfast,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.26022560266342
292,12.85,low fat,3.4025720961492665,Fruits and Vegetables,198.4768,OUT045,2002,Medium,Tier 2,Supermarket Type1,7.229503649538161
293,7.075,Low Fat,2.8372830741850086,Dairy,142.7128,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.533461811304489
294,11.94125,Regular,2.1473528268636173,Baking Goods,196.211,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.61241391267381
295,8.195,Low Fat,3.4592842793510354,Baking Goods,94.3462,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.830293072283525
296,7.09,Low Fat,4.931738627492372,Baking Goods,47.9034,OUT035,2004,Small,Tier 2,Supermarket Type1,6.368600137095179
297,6.095,Low Fat,2.510881670612422,Others,141.4154,OUT046,1997,Small,Tier 1,Supermarket Type1,7.257111304862258
298,19.35,Regular,2.997406394112136,Fruits and Vegetables,80.2644,OUT017,2007,Small,Tier 2,Supermarket Type1,6.848825320412453
299,6.15,Low Fat,3.0732409446120164,Baking Goods,99.3384,OUT046,1997,Small,Tier 1,Supermarket Type1,7.768500150270849
300,11.94125,Regular,3.5944001648581234,Canned,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.086953881389382
301,11.94125,Regular,2.2566128287111744,Fruits and Vegetables,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,5.538654654765363
302,17.7,Low Fat,4.378831504542942,Household,167.0474,OUT035,2004,Small,Tier 2,Supermarket Type1,8.681971596375721
303,17.85,Low Fat,1.9171605692916085,Breads,93.7436,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.0339677535480485
304,9.395,Low Fat,1.8347237818739586,Soft Drinks,224.972,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.948540188385156
305,15.75,Low Fat,1.9561722426814447,Hard Drinks,250.5382,OUT017,2007,Medium,Tier 2,Supermarket Type1,7.928665524039585
306,7.475,Low Fat,1.905005608182102,Fruits and Vegetables,241.2854,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.578679333781954
308,6.445,Low Fat,3.5168856453860666,Baking Goods,92.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,6.946956376558418
309,19.1,Low Fat,2.3359813620016903,Fruits and Vegetables,235.0958,OUT035,2004,Small,Tier 2,Supermarket Type1,8.01896962708619
310,20.25,Regular,4.213766207165694,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,8.25539300782521
311,15.0,Regular,2.911790966075394,Canned,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,6.267795437973214
312,6.67,Regular,2.092092476363041,Snack Foods,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,7.779420040384871
313,11.94125,Regular,3.5084442420166373,Canned,60.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.425248226664256
314,16.7,Regular,2.9494583963905048,Frozen Foods,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,6.686638672027554
315,7.07,Low Fat,2.365938780324492,Snack Foods,115.5834,OUT045,2002,High,Tier 2,Supermarket Type1,7.144420913454937
316,6.48,Low Fat,3.3823173268639635,Snack Foods,148.0076,OUT045,2002,High,Tier 2,Supermarket Type1,6.7876708972591215
317,19.0,Regular,1.7535734508021728,Fruits and Vegetables,228.272,OUT010,1998,High,Tier 3,Grocery Store,6.11532684432894
318,13.35,Low Fat,1.9680058898878168,Frozen Foods,147.5392,OUT045,2002,High,Tier 2,Supermarket Type1,8.26297663603531
319,11.94125,Low Fat,3.1384048396878006,Fruits and Vegetables,146.6418,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.392594129338695
320,11.94125,Low Fat,3.1680246431980765,Hard Drinks,122.4388,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.603170353790249
321,9.695,Regular,2.0519610918920295,Baking Goods,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.507322395000122
322,15.0,Low Fat,3.0086741191287345,Soft Drinks,62.6168,OUT017,2007,Medium,Tier 2,Supermarket Type1,6.865632438728833
323,11.15,Regular,4.788283856421237,Dairy,149.9708,OUT017,2007,Medium,Tier 2,Supermarket Type1,7.57871840289261
324,20.85,Low Fat,3.846096931761982,Fruits and Vegetables,103.2306,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.784974067436245
325,9.8,Low Fat,1.8876916780523243,Others,194.3478,OUT010,1998,Medium,Tier 3,Grocery Store,5.959704493890225
326,16.35,Low Fat,3.42615162497486,Meat,165.0842,OUT013,1987,High,Tier 3,Supermarket Type1,6.9024464118515505
327,9.6,Regular,3.802108266008455,Breads,101.299,OUT045,2002,High,Tier 2,Supermarket Type1,7.469872507134251
328,11.94125,Low Fat,3.9480463755348048,Health and Hygiene,129.9994,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.114020773085155
329,13.35,Low Fat,3.033965060467142,Breads,216.7166,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.273565974952206
330,20.7,Low Fat,2.3793250025815573,Dairy,76.367,OUT013,1987,High,Tier 3,Supermarket Type1,5.724460535641928
331,11.94125,Low Fat,2.3570700648432785,Baking Goods,158.4604,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.361341585834591
332,16.2,Low Fat,3.324677993595943,Fruits and Vegetables,260.6278,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.39515495020037
333,11.94125,Regular,2.871799563743056,Snack Foods,230.9984,OUT027,1985,Medium,Tier 3,Supermarket Type3,9.134315980047198
334,11.94125,Low Fat,1.5862097863148932,Frozen Foods,76.867,OUT019,1985,Small,Tier 1,Grocery Store,5.436778463190147
335,11.94125,Regular,3.881575084007125,Breakfast,129.3994,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.628512957303454
336,5.5,Low Fat,3.0555202829282293,Others,101.3016,OUT046,1997,Small,Tier 1,Supermarket Type1,8.113622128471544
337,15.1,Regular,2.4351555075059776,Fruits and Vegetables,221.7456,OUT045,2002,Small,Tier 2,Supermarket Type1,8.76566484506175
338,15.7,Regular,3.268094982292082,Frozen Foods,122.9046,OUT017,2007,Small,Tier 2,Supermarket Type1,7.596931385253155
339,7.895,reg,2.352804311775792,Breakfast,104.4332,OUT017,2007,Small,Tier 2,Supermarket Type1,7.962391158747621
340,11.94125,Regular,4.426697526706368,Canned,164.5184,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.9398761363799855
341,17.35,Regular,2.767810094091908,Baking Goods,88.183,OUT013,1987,High,Tier 3,Supermarket Type1,6.290268293825272
342,7.285,Low Fat,3.4697211453402397,Household,174.3054,OUT013,1987,High,Tier 3,Supermarket Type1,8.384263903204753
343,20.25,Low Fat,3.6494321897022526,Household,180.9976,OUT045,2002,High,Tier 2,Supermarket Type1,7.907086313556995
344,11.94125,Low Fat,2.380936764608681,Snack Foods,190.9504,OUT019,1985,Small,Tier 1,Grocery Store,5.949341706854679
345,15.85,Low Fat,2.2278008174421737,Soft Drinks,59.5904,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.5554775104249945
346,6.17,Low Fat,4.542432316300725,Meat,66.3826,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.569142406324326
347,19.5,Low Fat,4.150956755855707,Household,182.2608,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.104006669772103
348,19.2,Low Fat,2.5558264093891814,Household,197.611,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.052798124738388
350,20.85,Regular,2.870056362088232,Breads,104.0648,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.533461811304489
351,14.5,Regular,2.7489805139886876,Breads,260.4594,OUT045,2002,Medium,Tier 2,Supermarket Type1,8.611566095751472
352,11.395,Regular,2.666007579050941,Meat,233.1616,OUT013,1987,High,Tier 3,Supermarket Type1,8.714961759778367
353,7.97,Low Fat,3.368160682863933,Soft Drinks,174.0422,OUT046,1997,Small,Tier 1,Supermarket Type1,7.858112308960536
354,7.71,Regular,2.707540131209978,Snack Foods,55.2956,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.13544750935219
355,19.25,Regular,3.3610231713087666,Canned,141.7496,OUT046,1997,Small,Tier 1,Supermarket Type1,8.317116150817274
356,7.075,Low Fat,2.8413483809229527,Dairy,142.2128,OUT046,1997,Small,Tier 1,Supermarket Type1,8.059554907201269
357,11.94125,Regular,2.7302482191574544,Meat,166.0816,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.523860515332366
358,11.6,Regular,2.5391993304723397,Frozen Foods,79.9276,OUT046,1997,Small,Tier 1,Supermarket Type1,7.036312420507302
359,11.94125,Low Fat,1.7009235695577463,Fruits and Vegetables,98.77,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.899706206259372
360,12.1,Low Fat,4.080720216557265,Hard Drinks,178.566,OUT018,2009,Medium,Tier 3,Supermarket Type2,6.801093917591262
361,10.0,Low Fat,2.6121073351223636,Health and Hygiene,118.244,OUT046,1997,Small,Tier 1,Supermarket Type1,7.921685112978148
362,14.35,Low Fat,2.516303451315841,Baking Goods,81.896,OUT045,2002,Small,Tier 2,Supermarket Type1,6.778621061739204
363,10.395,Low Fat,2.186835251766225,Snack Foods,58.222,OUT049,1999,Medium,Tier 1,Supermarket Type1,6.490938989287423
364,11.94125,Low Fat,1.8724834063857152,Dairy,182.6292,OUT019,1985,Small,Tier 1,Grocery Store,5.206362152546858
365,8.1,Low Fat,2.0562757838953316,Fruits and Vegetables,211.4902,OUT013,1987,High,Tier 3,Supermarket Type1,8.191638492999848
366,8.05,Regular,2.5461145316675204,Fruits and Vegetables,256.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,8.54739101274256
367,9.195,Regular,2.544629355203338,Meat,108.7596,OUT017,2007,Small,Tier 2,Supermarket Type1,7.8588842117391176
368,20.7,Regular,3.043141940048975,Dairy,212.5876,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.159545060931251
369,15.7,Regular,2.094273749044386,Fruits and Vegetables,110.1544,OUT017,2007,Medium,Tier 2,Supermarket Type1,7.115093298360417
371,11.94125,Low Fat,2.9300766765780244,Health and Hygiene,193.8162,OUT019,1985,Small,Tier 1,Grocery Store,5.9528079148311654
372,16.5,Low Fat,3.30454518458416,Household,180.0318,OUT045,2002,Small,Tier 2,Supermarket Type1,8.286395320396805
373,9.0,Low Fat,2.7297295286992918,Snack Foods,176.437,OUT035,2004,Small,Tier 2,Supermarket Type1,8.957153506063271
374,6.785,Regular,3.1713353221528697,Meat,41.2112,OUT013,1987,High,Tier 3,Supermarket Type1,6.6965561086848995
375,19.5,Low Fat,2.49025899607221,Canned,178.6002,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.13385557481594
376,7.575,Low Fat,2.8933540224296714,Dairy,195.2768,OUT046,1997,Small,Tier 1,Supermarket Type1,8.650889330469322
377,18.2,Regular,4.406765656341138,Fruits and Vegetables,57.7904,OUT013,1987,High,Tier 3,Supermarket Type1,7.289446685505195
378,16.75,Low Fat,2.805190545135866,Dairy,169.8106,OUT013,1987,High,Tier 3,Supermarket Type1,8.086749110220447
380,11.94125,Regular,4.2162538566874765,Fruits and Vegetables,231.7958,OUT027,1985,Medium,Tier 3,Supermarket Type3,8.589514485553803
381,11.94125,Low Fat,1.828169404959872,Fruits and Vegetables,38.019,OUT027,1985,Medium,Tier 3,Supermarket Type3,7.184086169847369
382,13.85,Regular,2.457808791633471,Meat,119.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.719456575617313
383,6.635,Regular,3.0715143755120935,Frozen Foods,37.4506,OUT017,2007,Medium,Tier 2,Supermarket Type1,7.070272518478484
384,6.11,Regular,2.273794682977587,Fruits and Vegetables,130.4968,OUT046,1997,Small,Tier 1,Supermarket Type1,8.167185571393635
385,15.25,Low Fat,3.6266643425031093,Snack Foods,86.2198,OUT035,2004,Small,Tier 2,Supermarket Type1,6.414341518415252
387,15.2,Low Fat,3.4463937736734183,Snack Foods,235.1248,OUT010,1998,Small,Tier 3,Grocery Store,6.1613119575707636
389,20.75,LF,3.8513982894940684,Soft Drinks,150.5024,OUT046,1997,Small,Tier 1,Supermarket Type1,7.855793019169444
390,10.195,Low Fat,1.8329756164162683,Frozen Foods,143.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,7.844897969764378
391,7.605,Low Fat,2.044050104701332,Fruits and Vegetables,164.021,OUT045,2002,Small,Tier 2,Supermarket Type1,8.27254608705146
392,18.0,Regular,1.9470889215346878,Fruits and Vegetables,88.5514,OUT046,1997,Small,Tier 1,Supermarket Type1,6.680807751716761
393,11.94125,Low Fat,1.7176669216218623,Dairy,228.9352,OUT019,1985,Small,Tier 1,Grocery Store,6.820170064652077
394,18.35,Low Fat,2.4172884955920115,Household,191.3504,OUT045,2002,Small,Tier 2,Supermarket Type1,8.08940787035095
395,6.59,Low Fat,2.2465688050204964,Fruits and Vegetables,84.8908,OUT049,1999,Medium,Tier 1,Supermarket Type1,7.425248226664256
396,13.8,reg,2.8653917212501914,Snack Foods,230.0984,OUT049,1999,Medium,Tier 1,Supermarket Type1,8.218025248173044
397,21.2,Regular,4.956007913954785,Starchy Foods,173.5738,OUT046,1997,Small,Tier 1,Supermarket Type1,7.990967797537697
398,10.5,Regular,4.507445287601114,Snack Foods,166.4842,OUT018,2009,Medium,Tier 3,Supermarket Type2,7.883275664863277
399,8.97,Low Fat,2.3729726115492698,Household,52.7956,OUT045,2002,Medium,Tier 2,Supermarket Type1,6.944392272589481
400,11.94125,Low Fat,3.6150048749085153,Others,50.9666,OUT027,1985,Medium,Tier 3,Supermarket Type3,6.57609679762773
401,10.6,Low Fat,3.3448842149429288,Health and Hygiene,86.1224,OUT045,2002,Medium,Tier 2,Supermarket Type1,6.054702222512505
402,13.65,Low Fat,4.140906498735661,Breads,231.1668,OUT035,2004,Small,Tier 2,Supermarket Type1,8.840870202878667
403,19.0,Low Fat,4.033102135992002,Health and Hygiene,211.0244,OUT046,1997,Small,Tier 1,Supermarket Type1,8.245657186835128
